text,rating,Review_Length
"This looked awesome online, However the material is so strange and wrinkles badly.  I haven't worn it yet.",2,106
"Warm and good looking, but after only a few uses started losing stitching. Also, too much air gets in thumbs even when texting flaps closed.",2,140
The opening to slip the foot into the slipper is way too small.  Have to push and push to get a foot through.,2,109
Bought these for a boyfriend and they barely lasted a day. the clasp broke almost immediately,2,93
"Cute, size up twice. I’m a 10/12 and the XL was still too small. Wish it fit.",2,77
I ordered this but only got one.  Still very cute but kind of a let down.,2,73
Very poorly stitched. Sleeves way too big. Color was not like the picture.,2,74
the pieces are nice but the seller did not provide a EGL Certificate  like he promised,2,86
Waistline has no give.  Wish they came in size 18 or at least have the adjustable band inside.,2,94
"The picture is very misleading. The skirt looks almost twice as long in the picture, than it actually is.",2,105
"Tore at wrist.  :(<br /><br />Flexible, comfortable.",2,52
"did not care for the material, it rolls",2,39
They like to slide up on my waist which becomes very uncomfortable. They don’t look flattering either.  Not cute,2,112
Kept opening & fitbit kept falling out.  I had to quit using it for fear of losing my fitbit.  Chain tangled & knotted & couldn't get the knot out.,2,147
Not soft. Too thick. Too small.,2,31
"Cute robe, bad planning. I could tell that the red would bleed in the wash so I washed it separately. Good thing I did it bleed into the white arms and bunny ears. Now they are pink.",2,182
"Wouldn't purchase again, neck has wrinkles, very cheap looking.",2,63
"Fit was fine, but very poorly made. The hat material where it is sewn into the flexfit band is all bunched up and wrinkly, even when wearing it. Does not seem like a genuine FlexFit hat, at least like none of the 10 others i’ve owned. Returning and buying direct from Nixon.",2,274
The soles are a different color green . In the advertising pic it shows them as the whole show being one color,2,110
"I really wanted to like this shirt, but it’s oddly made. It was tight getting over my head then seemed to fit, but once I raised my arms the shirt lifted up to my chest. There’s an odd material lining the shirt, making it tight and causing lifting.",2,248
"I’m 5ft 4, and high waisted. The tie of the robe is near my chest, way too high and attached. Sized very small.",2,111
It’s cute but I returned it because it was see through,2,54
These were too big for my 6 year old. They also came open easily. Lost one the second day. :/,2,93
"Very cheap material, it's more of a swimsuit cover up. Than a dress",2,67
Band fits poorly tool for removing is very flimsy huge gap between band and watch very disappointed with this product,2,117
The mask is good quality but only one size and it’s really big,2,62
Ordered XL but fits more like a small so unwearable for me,2,58
The fabric was a little too see through for me to wear. There was no tummy control to speak of. In fact you could see my belly button and everything! The back went up a little higher than expect as well.,2,203
"Shacket fit is nice, however the fabric quality is quite cheap and the button down lining is as well. Not a good or soft quality waffle knit, it is pretty rigid and scratchy.",2,174
Ridiculously short and very cheap. You have to attach buckles yourself. Returned.,2,81
These pants run very small,2,26
The material was cheap! It looked nothing like the picture,2,58
"Does not fit like anything I was expecting, picture shows the side opening just under the bra, mine is pretty much at my waist.",2,127
Very cheap material.,2,20
Cheaply made but cute . Just make sure to cover in clear nail polish or elae its sure to make ur fingers freen also they are a bit small,2,136
I don’t see how these can be unisex.  This fits tighter than expected so I don’t see how they would ever fit a man.,2,115
Too small.<br />Not true measures 14 * 11 * 6 which says it.<br />I did not return it proque I live in Dominican Republic and chaos mail.,2,137
There are threads that were as long as the scarf unraveling. ☹,2,62
Very thin. Have to wear a shirt under it,2,40
A bit too small for a large and the length is too short.  Picture shows full length to ground.,2,94
"The jellyfish they sent me is yellow, not white but with the color lights it is hard to see what color the jellyfish is.",2,120
disappointed that it was already tarnished when I received it!,2,62
They were not quite as silky smooth as I had hoped for,2,54
"shirt material is nice, but it's too small for my 3 yr old even though i ordered a 4T, and the shorts seem to fit fine but material is cheap, don't think they're going to survive after 2-3 washes.",2,196
"The bra seems like it we would work. The bra is heavy so when sticking its a bit awkward and heavy. It doesn't seem to stick upwards but almost drags down, feeling heavy.",2,170
"The section of the dress at the waist looks terrible and the shoulder part is way to big to fit comfortably, Generally I can make things work that don't fit but this is just nothing like the picture.",2,199
"It’s a fine cheap watch band. I wore mine to work for about a month or two before the clasp broke, you get what you pay for.",2,124
Loved it but didnt fit its way too small,2,40
Cute bracelets but they are NOT yellow.  They’re at best a yellowish cream color. Very disappointed,2,99
Not what I expected but will be ok for what I need it for.,2,58
Fell apart within a month...,2,28
Fit is way too tight.  Lovely socks just don't fit.  Not everybody has beanpole legs.,2,85
I didn't like the clinginess of the material - accentuates  my back rolls.,2,74
"They fit good, when they are off the zipper is a little hard to zip sometimes",2,77
